Sac date,Mouse ID,Coat Color,time sacrificed,Sex,DOB,Age at Sac (days),Body Weight,Nose-Anal Length,Glucose,RFP mg,GFP mg,BFP mg,FFP mg,Adiposity (RFP+GFP+FFP/BW),Comments,Soleus mg,Gastroc mg,FL,ML,AP,Generation
3/26/2019,681,agouti,11:11,F,1/8/19,77,25.5,9.9,82,133.5,557.5,51.9,399.9,,NA,3.3,127.5,15.24,1.66,1.32,G33
3/26/2019,682,agouti,11:35,F,1/8/19,77,25.2,9.7,68,95.5,450.6,81.6,315.6,,NA,4.7,108.6,15.63,1.54,1.29,G33
3/26/2019,683,black,12:04,F,1/8/19,77,20.4,9.3,58,70,197.2,41.4,229.3,,NA,7.5,120.9,14.21,1.63,1.2,G33
3/27/2019,684,agouti,10:48,F,1/8/19,78,25.1,10,70,118.4,331.4,76.5,565.8,,NA,3.7,129.1,15.33,1.45,1.18,G33
3/27/2019,685,agouti,11:22,F,1/8/19,78,25.2,10.6,53,9.4,45,42.1,117.8,,NA,6.6,130,16.09,1.69,1.38,G33
3/27/2019,686,agouti,12:00,F,1/8/19,78,23.6,9.8,49,26.2,116.1,31.7,153.9,,NA,5.5,116.7,15.11,1.43,1.16,G33
3/27/2019,687,black,12:30,F,1/8/19,78,23.4,10,87,33.8,163.4,41.6,133.7,,NA,6.2,133.9,15.59,1.56,1.19,G33
3/27/2019,688,black,13:03,F,1/8/19,78,25.7,10.4,24,13.5,63.5,44.9,104.1,,NA,5,140.7,15.91,1.66,1.3,G33
3/28/2019,689,agouti,11:05,F,1/8/19,79,26.6,10.1,80,171,631.4,71.6,442.3,,NA,6.2,128,15.24,1.4,1.17,G33
3/28/2019,690,black,11:33,F,1/8/19,79,20.8,9.8,77,8.1,51.2,41.6,118.8,,NA,3.9,115.8,15.47,1.71,1.26,G33
3/28/2019,691,black,12:00,F,1/8/19,79,22.8,10,113,53.5,374.1,62.8,326.1,,NA,5.6,136.8,15.28,1.58,1.24,G33
3/28/2019,692,white,12:28,F,1/8/19,79,21.5,9.8,73,22.5,119.6,56.4,169.7,,NA,4.5,121.1,15.45,1.51,1.19,G33
3/28/2019,693,white,12:56,F,1/8/19,79,31.7,10.1,127,121.2,892.2,106.5,748.8,,NA,5.7,126.6,16.1,1.53,1.28,G33
3/29/2019,694,agouti blaze,10:30,F,1/8/19,80,24.9,9.6,104,190.8,623.7,103.5,715.8,,NA,5.5,117.1,14.02,1.43,1.18,G33
3/29/2019,695,agouti,10:54,F,1/8/19,80,18.3,9.4,74,39.1,150.5,46.7,203.8,,NA,4.4,98.5,14.67,1.55,1.15,G33
3/29/2019,696,white,11:20,F,1/8/19,80,24.5,9.9,75,39.3,241,50.1,322.9,,NA,3.9,129.9,16,1.66,1.26,G33
3/29/2019,697,white,11:46,F,1/8/19,80,25.2,9.8,84,176.5,754.5,85.2,667.8,,NA,4.8,117.8,14.34,1.43,1.5,G33
3/29/2019,698,white,12:10,F,1/8/19,80,28.3,10.3,93,105.6,819.6,50.6,660.4,,NA,6,165.4,15.74,1.57,1.26,G33
,699,,,,,,,,,,,,,,,,,,,,G34
,700,,,,,,,,,,,,,,,,,,,,G34
,701,,,,,,,,,,,,,,,,,,,,G34
,702,,,,,,,,,,,,,,,,,,,,G34
,703,,,,,,,,,,,,,,,,,,,,G34
,704,,,,,,,,,,,,,,,,,,,,G34
,705,,,,,,,,,,,,,,,,,,,,G34
,706,,,,,,,,,,,,,,,,,,,,G34
,707,,,,,,,,,,,,,,,,,,,,G34
,708,,,,,,,,,,,,,,,,,,,,G34
,709,,,,,,,,,,,,,,,,,,,,G34
,710,,,,,,,,,,,,,,,,,,,,G34
,711,,,,,,,,,,,,,,,,,,,,G34
,712,,,,,,,,,,,,,,,,,,,,G34
,713,,,,,,,,,,,,,,,,,,,,G34
,714,,,,,,,,,,,,,,,,,,,,G34
,715,,,,,,,,,,,,,,,,,,,,G34
,716,,,,,,,,,,,,,,,,,,,,G34
,717,,,,,,,,,,,,,,,,,,,,G34
,718,,,,,,,,,,,,,,,,,,,,G34
,719,,,,,,,,,,,,,,,,,,,,G34
,720,,,,,,,,,,,,,,,,,,,,G34
,721,,,,,,,,,,,,,,,,,,,,G34
,722,,,,,,,,,,,,,,,,,,,,G34
,723,,,,,,,,,,,,,,,,,,,,G34
,724,,,,,,,,,,,,,,,,,,,,G34
,725,,,,,,,,,,,,,,,,,,,,G34
,726,,,,,,,,,,,,,,,,,,,,G34
,727,,,,,,,,,,,,,,,,,,,,G34
,728,,,,,,,,,,,,,,,,,,,,G34
,729,,,,,,,,,,,,,,,,,,,,G34
,730,,,,,,,,,,,,,,,,,,,,G34
,731,,,,,,,,,,,,,,,,,,,,G34
,732,,,,,,,,,,,,,,,,,,,,G34
,733,,,,,,,,,,,,,,,,,,,,G34
,734,,,,,,,,,,,,,,,,,,,,G34
,735,,,,,,,,,,,,,,,,,,,,G34
,736,,,,,,,,,,,,,,,,,,,,G34
,737,,,,,,,,,,,,,,,,,,,,G34
,738,,,,,,,,,,,,,,,,,,,,G34
